Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
192974184080378,The Little Sisters Fund,Little Sisters Fund,≤100,1
107803263897155,California News,"SmartNews International, Inc.",≤100,2
104847181023177,Elect Debbi Fintak,Elect Debbi Fintak,≤100,3
164149387013167,St. Mark's Hospital,These ads ran without a disclaimer,≤100,1
979877002079298,SafeKids,These ads ran without a disclaimer,≤100,1
109606223941032,Senator Sabina Flores Perez,Jaceth M Duenas,≤100,1
176274926345120,"Dave Wolkins, State Representative",These ads ran without a disclaimer,≤100,1
104482004532985,Nurses help in CO: CV19,These ads ran without a disclaimer,≤100,1
887557634636452,Connie's Cutting Cove,These ads ran without a disclaimer,≤100,1
148313950414,Granlibakken Tahoe,These ads ran without a disclaimer,≤100,1
48039396303,955KLOS,Los Angeles County Registrar-Recorder/County Clerk,≤100,1
142055815837939,IIIs an optical shop,These ads ran without a disclaimer,≤100,1
102834047995308,Vote Ron Dunn for Town Council,Cara Leigh Dunn,≤100,1
101190451507962,gardencbdpr,These ads ran without a disclaimer,≤100,1
103594867918090,Faberlic,Mikhail None Suvorov,≤100,1
101604904794501,Myron Freeman For Fulton County Sheriff,Xavier Ross,≤100,2
122946101620617,Humanium Metal Initiative,These ads ran without a disclaimer,≤100,2
2203311923082545,Corner Creations in Eldon,These ads ran without a disclaimer,≤100,1
974133602697851,Cascadia Progressive Forum,Cascadia Progressive Forum,≤100,2
875274872581068,"Lincoln County, North Platte, Nebraska",These ads ran without a disclaimer,≤100,1
399762343725533,Finding Joy During Storms,JASMINE INDIRA RAY-SYMMS,≤100,2
107396887474883,Clint Bryant,Committee to Elect Clint Bryant,≤100,1
104946714339549,Meade Tax Services,Heather Lee Meade,≤100,1
112827753496496,"Goshen, Indiana Local",These ads ran without a disclaimer,≤100,2
204976259530966,Imperial County Farm Bureau,These ads ran without a disclaimer,≤100,1
1765120803773610,Washington/Oregon I-5 Corridor News,Washington Social Consulting,≤100,3
223108721634736,Dump Trump,IT STARTS TODAY,≤100,2
147852235982127,CPS Lives,These ads ran without a disclaimer,≤100,2
1321100204656413,Madeline Scott For HD 101,Friends of Madeline Scott,≤100,1
114148098598711,Upstate SC Alliance,These ads ran without a disclaimer,≤100,1
104088680941526,Matt Jowanna for County Court Judge,Matt Jowanna for County Court Judge,≤100,3
100907491369347,Re-Elect Thomas "Lee" Macon IV Revenue Commissioner,Thomas Leonard Macon,≤100,1
111661377023094,Luann D'Agostino for State Rep,Elect Luann D'Agostino,≤100,1
722948231456190,Right to a Free and Authentic Election,These ads ran without a disclaimer,≤100,2
656974850979700,Erica Ariel Fox,Anita Aliya Kirmani,≤100,1
227166417438989,Daniel Carnicella for Nutley Commissioner,These ads ran without a disclaimer,≤100,2
117325171625283,Dental Laser Care Associates,These ads ran without a disclaimer,≤100,1
2202865753281559,Pflugerville Area Democrats,Patricia Fenter Epstein,≤100,1
654118421350092,Strummer's Tuesday Night Karaoke,These ads ran without a disclaimer,≤100,1
1040838779458651,Mrs. Bassett's Master Builders,William C Kreutinger,≤100,1
106230730951842,Fy abbey-shop,These ads ran without a disclaimer,≤100,8
121722247664,Planned Parenthood Keystone,These ads ran without a disclaimer,≤100,1
100811141504334,BFFBooks,Alexander Bruen Trevor,≤100,1
103215284558105,Julie Slomski for State Senate,Friends of Julie Slomski,≤100,1
292888104734143,Sheehy Strategy Group,Thomas Luhn Sheehy,≤100,1
527955724270379,Jeremy and Karen Reynolds,These ads ran without a disclaimer,≤100,1
102903827835616,"Hilton Head Island, South Carolina Local",These ads ran without a disclaimer,≤100,3
2182256802086862,Amy Bruce Seeds of Grace Yoga,These ads ran without a disclaimer,≤100,1
310795902504,Chacon Foundation,These ads ran without a disclaimer,≤100,2
1499935200242075,Belding area small businesses,These ads ran without a disclaimer,≤100,1
107554424213449,Melynee Leftridge Harris for Judge,These ads ran without a disclaimer,≤100,1
104467997622314,Union County Iowa Republicans,Joshua Clifton Capson,≤100,3
108923323814560,Houman Salem for California,Ian Michael Stikeleather,≤100,1
535392903302995,Dress up cross dress of  Wisconsin,These ads ran without a disclaimer,≤100,1
101340647941724,Sara Flick for Senate,Sara Flick for Senate Committee,≤100,1
60190629025,Temple Shaaray Tefila NYC,These ads ran without a disclaimer,≤100,2
194357834415667,Vote Ruggles,Daniel Ethan Ruggles,≤100,1
1421404874741421,Lakes Area Christian Fellowship,These ads ran without a disclaimer,≤100,1
135006496544064,Discover Puerto Rico,These ads ran without a disclaimer,≤100,1
178310463080862,Lá e Aqui,These ads ran without a disclaimer,≤100,1
320947774659998,Orange County Republican Party of Texas,David Andrew Covey,≤100,1
107017530632804,BLACK,These ads ran without a disclaimer,≤100,1
112355313547742,Reliance Group International,These ads ran without a disclaimer,≤100,1
1752144545009583,Royal Carwash,These ads ran without a disclaimer,≤100,1
294410584264611,HOA & COA Homeowner's Rights,These ads ran without a disclaimer,≤100,1
490146091123057,Dan Mayfield For Senate,James Daniel Mayfield,≤100,1
1644007065907264,Sharks are our Friends,These ads ran without a disclaimer,≤100,1
160245817034,Texas Civil Rights Project,These ads ran without a disclaimer,≤100,1
561626730908252,Inspired Living,These ads ran without a disclaimer,≤100,1
1527994500813792,Chicago REIA,These ads ran without a disclaimer,≤100,1
111226867129700,Prideful Patriots,Christopher Lee Bruce,≤100,7
2309945599085072,Vinograd,These ads ran without a disclaimer,≤100,1
153504864804069,Galanter & Jones,These ads ran without a disclaimer,≤100,1
121516707904506,Vincent Associates Real Estate,These ads ran without a disclaimer,≤100,1
2371180566484071,West Bay Energy,These ads ran without a disclaimer,≤100,1
163759213808649,Ecugreen Jewelry and Textiles,These ads ran without a disclaimer,≤100,1
900660399988085,"Kolve's Auto & Truck Repair & Towing, LLC",These ads ran without a disclaimer,≤100,1
308837212480973,Toni Stone - State Farm Agent,These ads ran without a disclaimer,≤100,1
109614717338135,MOmen Abdelraof Hamada,These ads ran without a disclaimer,≤100,2
557277464322650,Peckish Pig,These ads ran without a disclaimer,≤100,1
1754669597959219,Evie,These ads ran without a disclaimer,≤100,6
111810536899861,Re-Elect Sheriff Omar Lucio,Alexis Uriel Lerma,≤100,3
407744272760853,Detroit Head Start,These ads ran without a disclaimer,≤100,1
102469394705590,Freedom Studios,These ads ran without a disclaimer,≤100,1
109452617223306,Let’s Talk Arkansas,These ads ran without a disclaimer,≤100,1
231566607362132,Marie Barney Boston Scholarship Foundation,These ads ran without a disclaimer,≤100,1
102399017803138,La Patrona Del Taco & Burritos Mexican Restaurant,These ads ran without a disclaimer,≤100,1
104936780893497,Kody for Constable,Kody Alan Fahrenthold,≤100,1
1542282196025598,International Women's Conference,These ads ran without a disclaimer,≤100,1
10522915788,Guayakí Yerba Mate,Steven Zachary Karr,≤100,1
2154964328063817,Freitas Liquors,These ads ran without a disclaimer,≤100,1
111496050370266,APTCast,John Wesley Mewbourne,≤100,1
651491118377670,Fokana,These ads ran without a disclaimer,≤100,1
100163288048174,Get Involved PAC,Get Involved PAC,≤100,2
503956417100387,The Late Bloomin' Author,These ads ran without a disclaimer,≤100,2
103252284592568,Ray Drewnowski for MA Democratic State Committee,Raymond Mp Drewnowski,≤100,1
343739203965,CASTLE,These ads ran without a disclaimer,≤100,1
110096317062742,Marisa Shaaban for State Representative,Friends of Marisa Shaaban,≤100,6
106970184249829,The Voice of Cocke County - Documents to Download,These ads ran without a disclaimer,≤100,1
195457594675208,Rehoboth Commissioner Edward Joseph Chrzanowski,These ads ran without a disclaimer,≤100,2
114982930057825,Patsy Rydlak for Charlton Board of Selectmen,Patricia Ann Rydlak,≤100,1
111055480227868,SURGE Staffing,These ads ran without a disclaimer,≤100,2
238515109504390,Fine Political Items,These ads ran without a disclaimer,≤100,1
424431044300316,Horrible Nature,These ads ran without a disclaimer,≤100,2
411610192331975,Dana Criswell for Mississippi,Dana Lamar Criswell,≤100,1
124927710869585,Storm Water Hawaii,These ads ran without a disclaimer,≤100,2
100151651614854,US Department of Sustainable Energy,"Vymark, Inc.",≤100,2
289213691238937,Thrasher Coffee,These ads ran without a disclaimer,≤100,3
110688240534303,Blac Majik,These ads ran without a disclaimer,≤100,1
656011161522775,Solar Magazine,These ads ran without a disclaimer,≤100,1
579047928887926,La Pulga de Las Vegas LLC,Melissa Florence Vandervort,≤100,1
108418657355607,LoneStar Graphix,These ads ran without a disclaimer,≤100,2
139616329393550,SOS Foundation,These ads ran without a disclaimer,≤100,1
99265243489,Saint Paul Area Chamber of Commerce,These ads ran without a disclaimer,≤100,1
622131974642394,Jewish And Proud,These ads ran without a disclaimer,≤100,1
1051430974924195,I Love Donald Trump,James R Oddo,≤100,1
177235224095,Voice of Hope Ministries,These ads ran without a disclaimer,≤100,1
613837555309396,Well Water Solutions and Rentals Inc.,These ads ran without a disclaimer,≤100,1
114565503301206,Jerry&Jerry,These ads ran without a disclaimer,≤100,2
337190350737,UFCW Local 555,United Food and Commercial Workers Local 555,≤100,1
101869204726095,Michael Hom for Irvine Ranch Water District 2020,Hom for Irvine Ranch Water District 2020,≤100,1
533277760188391,Tess Wigs Hair Boutique Milwaukee,These ads ran without a disclaimer,≤100,1
398823997329586,Jocelyn Vare For Fishers,Jocelyn Vare For Fishers,≤100,2
288860538846,Socialist Resurgence CT,These ads ran without a disclaimer,≤100,1
571234686235230,"Daniel S. Gonzales, Attorney at Law","Daniel S Gonzales, Attorney at Law",≤100,2
109851473939097,Skilled Construction Workforce for Peninusula School District,These ads ran without a disclaimer,≤100,1
426264854140636,Order2Eat Springfield,These ads ran without a disclaimer,≤100,1
190433401998,The Ville Restaurant & Bar,These ads ran without a disclaimer,≤100,1
1485818911640660,Hutchison & Hutchison Accountancy Corporation,These ads ran without a disclaimer,≤100,1
551054748300189,Set Free Tax & Professional Services,These ads ran without a disclaimer,≤100,1
356530054382279,Wigs Hair Milwaukee,These ads ran without a disclaimer,≤100,1
192083465008314,Southeast Express,These ads ran without a disclaimer,≤100,1
367540006684388,"Sam Valme Sr., PhD",These ads ran without a disclaimer,≤100,1
398789610689050,Mike For Ward 8,Michael Snipes Austin,≤100,2
398977847323767,Texas Signal,Texas Signal Media Company,≤100,1
185193234890629,Law Offices of Natasha E. Segura-Webb,These ads ran without a disclaimer,≤100,1
959583984176453,The Democratic-Republican blog,David R Walsh,≤100,1
1686693824991100,"Darol Bendall, Commissioner, Colbert County District 5",Bendall Family,≤100,1
2276156409335988,3Rs4Change.org,These ads ran without a disclaimer,≤100,1
590404181398911,Beliefs Podcast,These ads ran without a disclaimer,≤100,1
165098913654407,FOND Group,These ads ran without a disclaimer,≤100,1
318777138767013,Cherokee Nation Film Office,These ads ran without a disclaimer,≤100,2
206895229813283,Yum Thai,These ads ran without a disclaimer,≤100,1
300049820665210,Elect Norman for Constable Pct.1,Norman Warren Esquivel,≤100,1
268455716958888,Maurahealey.exposed,Maura Healey Exposed,≤100,2
401207499904619,Christine Skelly Illustration,These ads ran without a disclaimer,≤100,1
107454214067296,David Jeffers for Ross County Treasurer,David Lee Jeffers,≤100,1
362761250729518,G's Pizzeria and Deli,These ads ran without a disclaimer,≤100,1
352667828930299,Republican Women of St. Charles Parish,Beth Anne Billings,≤100,1
111710923679919,Shelley O'Malley,These ads ran without a disclaimer,≤100,1
118091221606867,"Angler Fish Market & Chowder Co, Inc.",These ads ran without a disclaimer,≤100,1
1657206261246118,Uncommonwealth of Kentucky,These ads ran without a disclaimer,≤100,1
707237659729761,LULAC Nevada,These ads ran without a disclaimer,≤100,1
843714182356033,Well Beyond,These ads ran without a disclaimer,≤100,1
107345144221720,Mira,These ads ran without a disclaimer,≤100,2
103651967959634,The Rap Brothers,These ads ran without a disclaimer,≤100,1
110771810561215,Dr. Robert Blok for Beaufort County Coroner,Robert J Blok,≤100,3
826793537359997,Terry County Attorney's Office- Jo'Shae Ferguson-Worley,These ads ran without a disclaimer,≤100,1
119881923013,Institute for Racial Equity,These ads ran without a disclaimer,≤100,1
1068512829995951,"John T Wright for Wilbarger County Commissioner, Pct. 1",Meredith Ann Wright,≤100,1
105136202886383,Campaign to Elect SAM Flugence,Damon James Flugence,≤100,2
606900359399702,Jackie Toledo,"Jackie Toledo, Republican, For State Representative, District 60",≤100,1
856981117703264,"Al Tillman, Community",These ads ran without a disclaimer,≤100,1
110058627196859,Mitchell M. Tsai for Democratic Party Central Committee - AD 41,Mitchell Mu Shuel Tsai,≤100,3
105810757653437,William Pilkington for NC House 82,Pilkington 4 NC,≤100,1
100667694831818,Macek for Senate,BRENDAN D WAMSTAD-EVANS,≤100,1
110016352358358,Susan Rodriguez - State Farm Agent,These ads ran without a disclaimer,≤100,1
1488803804538481,Mike Siegel for Congress - TX-10,MIKE SIEGEL FOR CONGRESS,≤100,2
146186730790,Underdog Unlimited,Colin Stephen Platt,≤100,1
110898097167987,Angel Javier Rosario,Angel Javier Rosario Maldonado,≤100,2
104593942912222,Gary Cutler for Hays County Sheriff,Mary Pat Paul,≤100,1
100232424919508,Vote Common Good OKC Rally,These ads ran without a disclaimer,≤100,1
388283374694866,Long Beach City Auditor,Long Beach City Auditor's Office,≤100,1
62851993331,San Damiano Ecumenical Catholic Church,These ads ran without a disclaimer,≤100,1
2273566356288325,Encyclopedia Womannica,These ads ran without a disclaimer,≤100,2
101560511453858,NAACP Troy NY,These ads ran without a disclaimer,≤100,1
611216619067871,Kim Merckle Remax Showcase The Supreme Team,These ads ran without a disclaimer,≤100,1
65054494732,Social Venture Circle,These ads ran without a disclaimer,≤100,1
194965208677,Fiorella Insurance,FIORELLA INSURANCE AGENCY INC,≤100,1
172748929866585,Prophetic Resistance Project,These ads ran without a disclaimer,≤100,1
100418618141595,Census 2020 - Greater New Haven Counts,These ads ran without a disclaimer,≤100,1
192829991220458,Meet Eclectic.,These ads ran without a disclaimer,≤100,1
138243866496,New Hope Photo,These ads ran without a disclaimer,≤100,1
100322864803366,Susan Sample for  Harris County Precinct 3 Commissioner,Susan Sample Campaign,≤100,1
2494812404073325,Solarize Fredericksburg,These ads ran without a disclaimer,≤100,1
195662870475496,French Market Bistro,These ads ran without a disclaimer,≤100,1
123041607822419,Learn Russian in the European Union,These ads ran without a disclaimer,≤100,1
185892250607,Missouri Republican Party,MISSOURI REPUBLICAN STATE COMMITTEE-FEDERAL,≤100,1
132847240096023,Stanford Woods Institute for the Environment,These ads ran without a disclaimer,≤100,1
535588596487941,Libertarian Party of Seminole County,These ads ran without a disclaimer,≤100,1
105746404121059,GarlandBurks Marketing,These ads ran without a disclaimer,≤100,1
2099571803413120,The Misadventures of AK-Katie,Guy David Nohrenberg,≤100,1
133889666637989,Carey Fountain,These ads ran without a disclaimer,≤100,1
105907830891440,Sabrina Haake for Congress,COMMITTEE TO ELECT SABRINA HAAKE,≤100,2
128809670489884,The Storekeepers,These ads ran without a disclaimer,≤100,1
146612042061919,St. Mary's County NAACP,These ads ran without a disclaimer,≤100,1
876223292572775,Berrette's Blogs,These ads ran without a disclaimer,≤100,1
208904153873,IBA,These ads ran without a disclaimer,≤100,1
102096187807457,Tamika Hamilton,TAMIKA HAMILTON FOR CONGRESS,≤100,2
160940413942917,Beyond Me,These ads ran without a disclaimer,≤100,1
110597533885036,Ralph E. Dowling for Delaware County Council,Matthew Howell,≤100,1
2325437444408451,Millennials for Warren,Brittany Allene Eames,≤100,2
193525137349012,Dr Jennifer Sanzari DMD,These ads ran without a disclaimer,≤100,1
145281175494222,Mis Tres Amigos Mexican Restaurant & Cantina - Puyallup,These ads ran without a disclaimer,≤100,1
66459568171,Harvard Business School,These ads ran without a disclaimer,≤100,2
129688564385308,Rockay,These ads ran without a disclaimer,≤100,7
105505194202387,Esther Agbaje for State Representative,Esther Agbaje for State Representative,≤100,1
109834327180743,Cynthia Wallace For Congress,Constance Necole Wallace,≤100,1
108678637405570,Hearts Across the Divide,These ads ran without a disclaimer,≤100,1
115562946494021,Tammy Silver for Pasadena City College Board of Trustees,Tammy Silver for Pasadena City College Board of Trustees 2020,≤100,1
647691148724285,Salt River Pima-Maricopa Indian Community,These ads ran without a disclaimer,≤100,3
109231377264199,Best & Unique Products Store,These ads ran without a disclaimer,≤100,1
45598662525,Reader's Digest,These ads ran without a disclaimer,≤100,23
460938894254270,America Back to God,These ads ran without a disclaimer,≤100,1
1996454843917721,Rooney's Pub,These ads ran without a disclaimer,≤100,2
106306460820575,Paint Virginia Red,Paint Virginia Red,≤100,1
408110765894444,Osorio Tacos y Salsas,These ads ran without a disclaimer,≤100,1
2121480011416226,LaTonya Abys Wallace for Newport News City Council - South district,Friends of LaTonya Abys Wallace,≤100,2
2143853532547731,RC’S NYC Pizza and Pasta Valley Ranch,These ads ran without a disclaimer,≤100,1
797155347327500,El Lune Rabbit,These ads ran without a disclaimer,≤100,1
1282333551850237,Township of East Brunswick,These ads ran without a disclaimer,≤100,1
1264966530201720,GRUNT FLAGS,These ads ran without a disclaimer,≤100,1
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100,2
111262603730003,Misty Maldonado for Lampasas County Constable Pct 2 & 3,Misty Donn Maldonado,≤100,1
216035328428188,Male Perspectives,These ads ran without a disclaimer,≤100,1
111416683764510,Victor For Southlake,Victor For Southlake,≤100,1
100209508247755,Mitch Headline For President 2020,Mitchell Lee Headline,≤100,1
103800719702917,Colangelo & Partners,These ads ran without a disclaimer,≤100,1
166535310108009,Nicole Garza for Judge,Nicole Garza for Judge,≤100,1
583984188754570,Kansas Counts,Megan Michelle Gilliland,≤100,2
104039127866075,Keep Tigard Safe,These ads ran without a disclaimer,≤100,1
416073222061770,Rep. Vikki Goodwin,Vikki Goodwin Campaign,≤100,1
104537144432895,Angel Valentín for County Council,Angel Valentin For County Council,≤100,1
2409830825744254,Local Driver Co-op,These ads ran without a disclaimer,≤100,1
112712310097111,New Majority Ready LLC,These ads ran without a disclaimer,≤100,2
565225540184937,CGTN,These ads ran without a disclaimer,≤100,11
104748421156081,Maganite,These ads ran without a disclaimer,≤100,2
730168077053849,City of East Moline,These ads ran without a disclaimer,≤100,1
298589940253246,South Carolina Alliance to Fix Our Roads,SC Alliance to Fix Our Roads,≤100,2
123154164384402,Mickey Mart,These ads ran without a disclaimer,≤100,2
709295132465359,Portland Pet Food Company,These ads ran without a disclaimer,≤100,1
569538443120627,Les Vixens,These ads ran without a disclaimer,≤100,1
489802898228703,Potus Piggy,These ads ran without a disclaimer,≤100,1
102445414699144,Climate Solution Center,These ads ran without a disclaimer,≤100,1
390210771491791,Solid Rock Community Development Corporation,These ads ran without a disclaimer,≤100,1
136204068351,My Little Dollhouse,These ads ran without a disclaimer,≤100,1
155543144484838,"Rebecca L. Baker, DMD, PSC                         Today’s Family Dentistry",These ads ran without a disclaimer,≤100,1
120559304621142,Wyoming Outdoor Council,These ads ran without a disclaimer,≤100,1
163298877388620,Elect Alex Miller,Alexander Miller,≤100,1
211751879285769,"James Yee & Karen Sokol, Cruise Planners",These ads ran without a disclaimer,≤100,1
183021048415283,Washington County Democrats- Arkansas,Debra K Winters,≤100,1
226969117414041,"The Law Offices of Herbert Wiggins, APLC",These ads ran without a disclaimer,≤100,1
8544956266,Broke-Ass Stuart,Stuart Elias Schuffman,≤100,1
103604564471224,Fowler for Congress 2020,Fowler for Congress,≤100,1
1427035844204917,Madison Whittle Danville City Councilman,Madison John Redd Whittle,≤100,1
119936561355197,Fashion Outlets of Las Vegas,These ads ran without a disclaimer,≤100,1
392160514508213,Our Stories: Immigrants of America,These ads ran without a disclaimer,≤100,1
260034698212112,New Haven Police Department,These ads ran without a disclaimer,≤100,1
212103148824742,Thirty 6 Red,These ads ran without a disclaimer,≤100,1
1399084550356155,City of Ferris Texas,These ads ran without a disclaimer,≤100,1
101621501394272,Judge Brian Mueller for District Judge,Judge Brian Mueller For District Judge 2020,≤100,2
306206766494489,Doug Hall,These ads ran without a disclaimer,≤100,3
173714402734115,"Brodowski, McCurry Maynor & Miller",These ads ran without a disclaimer,≤100,1
146992185992606,Lion Studios,These ads ran without a disclaimer,≤100,1
114750101873738,Eastridge family restaurant,These ads ran without a disclaimer,≤100,1
300723090297879,Joel for Wilmette,Joel for Wilmette,≤100,1
160720343972000,Muehlberger Custom Homes Inc.,These ads ran without a disclaimer,≤100,1
1607414289563699,OAPSE/AFSCME Local 4,OAPSE,≤100,1
26987543565,Race Forward,RACE FORWARD,≤100,1
339406392862392,Weller Does Delmarva,These ads ran without a disclaimer,≤100,1
221046091240452,Stephen Kramer Glickman,800 Pound Gorilla Records,≤100,4
158761290817337,Zippnutts,These ads ran without a disclaimer,≤100,2
729758577193389,"Noah Leigh, WAWM School Board Member",Noah Randall Leigh,≤100,1
105248424314871,Elect Zack Puchajda for Columbiana County Recorder,Belinda J. Puchajda,≤100,1
346720381058,"Tuckahoe Turf Farms, Inc.",These ads ran without a disclaimer,≤100,1
109347225847085,Conservamom by Elia Garrison,These ads ran without a disclaimer,≤100,1
129356337116928,Glenwood Oaks,These ads ran without a disclaimer,≤100,1
106242004294104,Jacob Bride for State Representative,Friends of Jacob Bride,≤100,2
111122428998888,Wolf-PAC Texas,Wolf-PAC Texas,≤100,1
1985325944862707,Jineea Butler,JINEEA FOR CONGRESS,≤100,1
110031190443164,Kristina Lyke for Congress,LYKE FOR CONGRESS,≤100,1
108231125125,Michael Berlanga for Bexar County Tax Assessor Collector,Michael Berlanga for Bexar County Tax Assessor Collector,≤100,1
1176276699215445,Otway Audio,These ads ran without a disclaimer,≤100,1
102877571215418,Tracy Grundy for Missouri,Tracy Redlin Grundy,≤100,1
871737226356146,Prism United,Prism United,≤100,1
228759263836406,Perkins Restaurant Oshkosh,These ads ran without a disclaimer,≤100,1
111759807069440,SeaClear,These ads ran without a disclaimer,≤100,1
107350540606692,Conversations and Perspectives,These ads ran without a disclaimer,≤100,1
108053120748850,Tara Leigh Report.com,These ads ran without a disclaimer,≤100,1
107923297489308,Melanie Wright for Clay County Superintendent of Schools,"Melanie Wright, Republican for Clay County, FL Superintendent of Schools",≤100,2
443827729002049,inPowered,These ads ran without a disclaimer,≤100,2
260826910608284,Central Valley Justice Coalition,These ads ran without a disclaimer,≤100,1
1690967837593940,Central Jersey Club,These ads ran without a disclaimer,≤100,1
120033459395604,Beasame Store,These ads ran without a disclaimer,≤100,1
255683248123087,Tre Ward,These ads ran without a disclaimer,≤100,1
651500441557037,Playwright,These ads ran without a disclaimer,≤100,1
111017560445250,Eatcrow,These ads ran without a disclaimer,≤100,1
162794627705285,LaBronn Conner Jr.,These ads ran without a disclaimer,≤100,1
107423257305525,Howard J. Wise for Judge,Daniel S. Orenstein,≤100,1
109715140381118,Dave Gragg for Missouri,"Dave Gragg for Missouri, Tyler Gunlock Treasurer",≤100,4
910766418951574,Studio M Salon And Boutique,These ads ran without a disclaimer,≤100,1
493478530813395,Bushido Japanese Express,These ads ran without a disclaimer,≤100,1
107536717541015,Close minnesota schools due to coronavirus,These ads ran without a disclaimer,≤100,1
303124440065201,Brad Newman for Vigo County Clerk,Bradley M Newman,≤100,1
588416257904629,This World Can Be Better,These ads ran without a disclaimer,≤100,1
122165887859288,Storm Brothers Ice Cream Factory,These ads ran without a disclaimer,≤100,2
627121657350908,Addiction Recovery Legal Service,These ads ran without a disclaimer,≤100,1
193083094054755,Oxygen,These ads ran without a disclaimer,≤100,9
474770245969928,Police Activities League of SW Washington,These ads ran without a disclaimer,≤100,1
107284444200444,Dar4Mayor,These ads ran without a disclaimer,≤100,1
102140611342231,suzettebross,These ads ran without a disclaimer,≤100,2
101670031239885,Keep Click Network Public,These ads ran without a disclaimer,≤100,1
339167815309,Million Kids,These ads ran without a disclaimer,≤100,1
658223214307646,PowHER Network,These ads ran without a disclaimer,≤100,1
751755244859956,Tiffany Turley,These ads ran without a disclaimer,≤100,1
119686993507,Brin-Jonathan Butler,These ads ran without a disclaimer,≤100,1
100490393635474,Musings,These ads ran without a disclaimer,≤100,1
123877028258463,Zahra Karinshak,These ads ran without a disclaimer,≤100,1
188645244493872,D.A. Pahnke LTD P.C. Financial Services,These ads ran without a disclaimer,≤100,1
140046730151085,Farrington for Congress,These ads ran without a disclaimer,≤100,1
155009537884145,The Family Leader,"FAMILY LEADER FOUNDATION, INC., THE",≤100,1
936147539773859,Great Barrier Reef Foundation,These ads ran without a disclaimer,≤100,1
146909368666979,The New American Magazine,These ads ran without a disclaimer,≤100,1
103333627790175,First Lady,These ads ran without a disclaimer,≤100,1
106961924220476,Matt Reynolds for Clerk of Circuit Court and Comptroller,"Matt Reynolds, Republican, for Putnam County Clerk of Circuit Court and Comptroller",≤100,2
152921084740361,The Tolbert Report,Michael Eugene Tolbert,≤100,1
1334138516614524,Iglesia Católica Apostólica Ortodoxa,These ads ran without a disclaimer,≤100,2
109498843995820,William George Bundy,These ads ran without a disclaimer,≤100,1
899942380184855,Women's March on Washington - Pittsburgh,Tracy Colleen Baton,≤100,1
114960003222053,Char__GR,These ads ran without a disclaimer,≤100,1
2068645770095563,Timber Surf Co,These ads ran without a disclaimer,≤100,2
1566522156778070,"Sonya D. Moore, DNP, CRNA for AANA Treasurer",These ads ran without a disclaimer,≤100,1
266860747582089,Lorenzo4Clerk,Jossue Lorenzo,≤100,2
635622669895139,Mathew Yung,These ads ran without a disclaimer,≤100,1
102214737918980,Jasmine for City Council,Jasmine Annette Wilson,≤100,2
104148779627298,Dockside Willies,These ads ran without a disclaimer,≤100,1
159114974140442,"Waldron Law Firm, PLLC",Joan Marie Waldron,≤100,1
459095877539558,Warren County Republican Committee,Joseph C Mcclellan,≤100,1
268928456809711,Chicago Local,These ads ran without a disclaimer,≤100,1
248785495226789,Barkers Bar & Grill,These ads ran without a disclaimer,≤100,1
136311316538907,"Daniel Schlorff, Democrat for Connecticut",Daniel Allen Schlorff,≤100,1
101870741459117,Opinions for the Rust Belt and Wall Street,These ads ran without a disclaimer,≤100,1
1429499560657545,Southern Door Art,These ads ran without a disclaimer,≤100,2
105665324403119,cousleyandcompany,These ads ran without a disclaimer,≤100,1
255746508271078,Lift and Shift Foundation,LIFT AND SHIFT FOUNDATION,≤100,1
506080469431400,CABE- Comité Amplio para la Búsqueda de Equidad,These ads ran without a disclaimer,≤100,1
679012095817202,Young Americans for Freedom - Iowa Chapter,These ads ran without a disclaimer,≤100,1
383760739107870,Dragoon Unlimited,These ads ran without a disclaimer,≤100,2
101918138093510,Blvck Crown Clothing,These ads ran without a disclaimer,≤100,2
367135690332773,Steven P Barger,Committee To Elect Steven P Barger,≤100,1
379630042141834,Ricky Junquera,Vote for Ricky,≤100,1
134766016718461,Gardner Health Services,"Gardner Family Health Network, Inc.",≤100,1
106790754189930,J Walkers Action Group,These ads ran without a disclaimer,≤100,1
546551735431670,FANschool,These ads ran without a disclaimer,≤100,2
313029852694899,Verbin Weaver for Mayor,Verbin Thomas Weaver,≤100,1
105599417651423,Our Progressive Slate - 8th District - Hamden,Christopher M Atchley,≤100,1
158887400816820,SAP Sports & Entertainment,SAP,≤100,1
221864958662809,Iron Sharpens Iron,These ads ran without a disclaimer,≤100,1
149526572331348,Sue Maki for County Council,Friends of Sue Maki,≤100,1
344372362238,Massachusetts Jobs with Justice!,These ads ran without a disclaimer,≤100,1
370871493614089,Women For Trump NC,CONSERVATIVE COALITION OF NC,≤100,1
350849911775719,"Nicole Perezcassar, Georgia West Realty",These ads ran without a disclaimer,≤100,1
1600300510259910,For Our Future Pennsylvania,For Our Future Action Fund,≤100,1
1571501869834493,Latitudes Environmental,Latitudes Environmental LLC,≤100,1
108828003982897,Tampa Craftivist Collective,These ads ran without a disclaimer,≤100,1
541629233016456,Elect Sheriff Stacy Jarrard 2020,These ads ran without a disclaimer,≤100,1
108936557316769,Mazzaroth,These ads ran without a disclaimer,≤100,1
405687222878839,Marshallese Educational Initiative,These ads ran without a disclaimer,≤100,2
105815957612696,Elect Lyndon Yearick,Yearick for Delaware,≤100,2
